mean_favorite_count,mean_retweet_count,sum_display_text_width,n,code
0,0.3333333333333333,375,3,SB
0,0,371,3,SB
0.75,0.25,445,4,SB
1.5,0.5,168,2,SB
0.3333333333333333,0,340,3,SB
0.3333333333333333,0.3333333333333333,283,3,SB
0.5,0.5,224,2,SB
1,0.6666666666666666,381,3,SB
2,0.3333333333333333,284,3,SB
0.5,0,107,2,TS
1,0,103,2,TS
1.2,0,557,5,SB
1.3333333333333333,0,260,3,TS
1.5,0,219,2,TS
1,0.3333333333333333,246,3,SB
0.4444444444444444,0.5555555555555556,1038,9,SB
2,1,255,2,SB
0,0,169,2,TS
0.5,0,107,2,TS
0,0,136,2,TS
0.5,0,204,2,SB
1,0,108,2,TS
1,0,173,2,TS
0.5,0,105,2,TS
1,0,317,3,SB
1.75,0,508,4,SB
1.8,0,540,5,SB
0.6666666666666666,0,330,3,SB
1,0,409,3,SB
0,0.6666666666666666,223,3,SB
0.2,0,461,5,SB
0,0.6666666666666666,258,3,SB
0.3333333333333333,0.6666666666666666,320,3,SB
0.5,0,184,2,SB
0.5714285714285714,0.42857142857142855,722,7,SB
0.75,0.5,404,4,SB
1,0,305,3,SB
2,0,219,2,SB
0,0,72,2,TS
1,0,134,2,SB
1.5,0,192,2,SB
0,0,294,3,SB
0.3333333333333333,0,234,3,SB
0.5,0,254,2,SB
0.3333333333333333,0,239,3,TS
1,0.2,544,5,SB
1.5,0.5,166,2,TS
0.5,0,278,2,SB
1.5,0,255,2,SB
0.6666666666666666,0,319,3,SB
2,2,260,2,TS
1.5,0.5,206,2,SB
0,0,295,3,SB
0,0,81,1,SB
2.5,1.5,144,2,TS
2.5,1.5,137,2,TS
2.5,1.5,244,2,SB
0.5,0,225,2,SB
1.2,0.4,597,5,SB
1,0.5,468,4,SB
0,0,50,1,TS
0.6,0.2,519,5,SB
0.8,0,576,5,SB
0,0,157,2,TS
0.5,0,378,4,SB
0.5,0,184,2,SB
0,0.3333333333333333,197,3,TS
0,0,238,2,SB
0,0,142,2,TS
1.6,0.2,660,5,SB
1.6,0.2,664,5,SB
1.5,0.25,541,4,SB
1.5,0,266,2,SB
2.3333333333333335,1.3333333333333333,406,3,SB
1,1,652,5,SB
1,0,214,2,SB
1,0,186,2,SB
0.3333333333333333,0,323,3,SB
2.25,1.25,465,4,SB
1.6666666666666667,1,345,3,SB
1,1,146,2,SB
1.5,0.5,351,4,SB
0.75,0.5,449,4,SB
1,0.3333333333333333,305,3,SB
0.5,0.5,282,2,SB
2,0.5,268,2,SB
2.5,0,197,2,SB
2.5,0,132,2,TS
3,0,118,2,TS
1,0.25,352,4,SB
1,0,153,2,SB
1.75,0.25,461,4,SB
0.5,0.5,239,2,SB
1,0.5,272,2,SB
0,0.3333333333333333,317,3,SB
0.3333333333333333,0.3333333333333333,285,3,SB
0.5,0,211,2,SB
2.5,1.5,268,2,SB
1.5,0,206,2,SB
3.5,2,227,2,SB
1,0,188,2,SB
0.8571428571428571,0.42857142857142855,858,7,SB
1.1428571428571428,0.5714285714285714,861,7,SB
1.3333333333333333,0.5,692,6,SB
1.5,0,265,2,SB
1,0.6666666666666666,684,6,SB
1.25,0.25,491,4,SB
0,0,97,2,TS
1.6,0.6,597,5,SB
1.6,0.2,572,5,SB
1.2,0.2,512,5,SB
1.5,0.25,474,4,SB
1.3333333333333333,0.3333333333333333,383,3,SB
1.6666666666666667,0.6666666666666666,428,3,SB
1.5,0.5,265,2,SB
1.5,0,129,2,TS
1,0,108,2,TS
1,0,122,2,TS
0,0,126,2,TS
1.25,1,453,4,SB
1,0,374,3,SB
2.5,0,276,2,SB
1.25,0,483,4,SB
0.6666666666666666,0,347,3,SB
1,0,250,2,SB
3.25,1.75,510,4,SB
5.5,2,274,2,SB
5.5,2,204,2,TS
0.5,0,94,2,TS
1.3333333333333333,0,317,3,TS
0,0,451,5,SB
1.5,0.5,274,2,SB
2,0.3333333333333333,410,3,SB
2,0,281,2,SB
2,0,195,2,TS
0,0,77,1,SB
0,0.5,162,2,TS
0,0,228,2,SB
1.5,0,194,2,TS
1.4,0.2,401,5,TS
1.8,0.8,391,5,TS
0.1111111111111111,0.1111111111111111,979,9,SB
1.3333333333333333,1,346,3,SB
0.8,0,587,5,SB
0.75,0,466,4,SB
0.6666666666666666,0,306,3,SB
0.25,0.25,378,4,SB
0.4,0.3,999,10,SB
0.4,0.3,1025,10,SB
0.3,0.2,981,10,SB
0.5,0.25,736,8,SB
0.875,0.25,689,8,SB
0.1111111111111111,0.1111111111111111,924,9,SB
1,0.25,670,8,SB
0.25,0.25,371,4,SB
0.16666666666666666,0,425,6,SB
1.5,0,537,4,SB
0,0,492,4,SB
4,0.5,479,4,SB
3.5,2.5,261,2,SB
1.3333333333333333,0.3333333333333333,290,3,SB
0.3333333333333333,0.6666666666666666,331,3,SB
0.5,0,269,2,SB
0,0,438,5,SB
0,0,235,2,SB
0.5,0.5,281,2,SB
0,0.5,184,2,SB
2,0.3333333333333333,406,3,SB
2.5,0.16666666666666666,753,6,SB
1.8571428571428572,0.14285714285714285,888,7,SB
0,0,127,2,TS
0.3333333333333333,0.16666666666666666,382,6,SB
4,3.2,643,5,SB
3.5,2.5,250,2,SB
0,0,406,4,SB
0.6666666666666666,1,398,3,SB
1.5,1,206,2,SB
0,0,140,3,SB
0.5,0,195,2,SB
0,0,238,2,SB
2,0.5,234,2,SB
1.75,0.5,365,4,SB
1.25,0.5,457,4,SB
0,0.2,440,5,SB
1,1.3333333333333333,254,3,SB
0,0,249,3,SB
0.5,0.75,317,4,SB
0.5,0.75,337,4,SB
1,0,394,3,SB
2,1.3333333333333333,351,3,TS
0.6666666666666666,0.6666666666666666,272,3,TS
2,2,231,2,TS
1.5,1,167,2,TS
2,1.5,200,2,SB
2,0.5,253,2,TS
1,0,106,2,TS
1.5,0.5,208,2,TS
0,0,116,2,TS
0,0,108,2,TS
0.3333333333333333,0,392,3,SB
5,6,181,2,TS
4.5,1,172,2,TS
0.5,0,233,2,TS
0.3333333333333333,0.3333333333333333,376,3,TS
1.3333333333333333,0,172,3,TS
0.2857142857142857,0,712,7,SB
0,0,102,2,TS
1,0.5,196,2,SB
0.5,0,81,2,TS
0,0.3333333333333333,213,3,SB
0.5,0,163,2,SB
2,0,246,2,SB
3.6666666666666665,0.3333333333333333,351,3,SB
5.5,0,196,2,SB
0,0,278,2,SB
2,0,379,3,SB
1,0,132,2,TS
2.5,0,226,2,SB
0,0,621,5,SB
3,0,235,2,SB
0,0,333,3,SB
3,0.5,237,2,TS
3,0.5,276,2,SB
0.375,0,764,8,SB
0.625,0,874,8,SB
0.42857142857142855,0.14285714285714285,712,7,SB
0.8333333333333334,0.16666666666666666,615,6,SB
0.8333333333333334,0,584,6,SB
3.8,0.6,480,5,SB
0.4,0.2,558,5,SB
4,0.75,374,4,SB
5.5,1,218,2,SB
2.5,0,222,2,SB
0,0,163,3,TS
0.6666666666666666,0.3333333333333333,372,3,SB
2,0,229,2,TS
3,0.5,206,2,TS
1.5,0,230,2,SB
0.7142857142857143,0.2857142857142857,717,7,SB
0.3333333333333333,0,621,6,SB
0.3333333333333333,0,330,3,TS
0,0,38,1,TS
0,0,481,4,SB
2.5,0,256,2,SB
3,1,249,2,SB
2.6,0.4,654,5,SB
2.2,0.4,656,5,SB
3,0.75,530,4,SB
2,0,97,2,TS
2,0,99,2,TS
1,0.3333333333333333,325,3,SB
2.1666666666666665,0.16666666666666666,729,6,SB
1.5,0.25,476,4,SB
0,0,407,3,SB
2.8,0.2,634,5,SB
1.5,0.3333333333333333,556,6,SB
2,0,412,4,SB
1.3333333333333333,0,369,3,SB
2,0.25,470,4,SB
2,0.6666666666666666,369,3,SB
0.6666666666666666,0,326,3,SB
1.5,0,77,2,TS
1.6666666666666667,0.6666666666666666,319,3,SB
0.3333333333333333,0,315,3,SB
0.25,0.5,492,4,SB
0.75,0.375,969,8,SB
0.5,0.25,375,4,SB
1,0,122,2,SB
0,0,349,4,SB
1,0,268,3,SB
2,0.25,351,4,SB
2,0.3333333333333333,380,3,SB
1.6666666666666667,0.3333333333333333,385,3,SB
1.6666666666666667,0.3333333333333333,384,3,SB
2,0.5,238,2,SB
0.25,0.5,512,4,SB
0.6666666666666666,0.3333333333333333,351,3,SB
1,0,161,2,SB
0,0,368,4,SB
0.5,0,270,2,SB
0,0.5,254,2,SB
2,2.5,125,2,SB
0.5714285714285714,0.14285714285714285,603,7,SB
0.6666666666666666,0,343,3,SB
1.8,0.2,586,5,SB
1.8,0.2,558,5,SB
1,1.5,215,2,TS
1.25,0,484,4,SB
1.6,0.4,607,5,SB
1.75,0,465,4,SB
1.5,0,449,4,SB
1.6666666666666667,0.3333333333333333,314,3,SB
0.5,0,192,2,SB
1,0,152,2,SB
1,0.5,185,2,SB
0.5,0,190,2,SB
0.25,0.25,517,4,SB
2,3.5,250,2,TS
0.25,0.25,502,4,SB
1.5,0,125,2,TS
0.5,0,231,2,SB
1.6666666666666667,0.6666666666666666,232,3,SB
0,0,136,2,TS
1.3333333333333333,0.6666666666666666,345,3,SB
0.75,0.25,419,4,SB
1,0.5,218,2,SB
0.5,0.5,213,2,SB
1,0.5,264,2,SB
0,0,159,2,SB
1,0,187,3,TS
1,0.3333333333333333,326,3,SB
1.5,0.5,170,2,SB
2,0.3333333333333333,321,3,SB
1.5,0,213,2,SB
2.6666666666666665,0.3333333333333333,292,3,SB
4,0,202,2,SB
1,0.3333333333333333,214,3,TS
0.5,0,90,2,TS
2,0,277,2,TS
0.5,0,284,4,SB
2,0,270,3,SB
2,0,211,2,SB
0.75,0.5,322,4,TS
0.6666666666666666,0.6666666666666666,216,3,TS
0.6666666666666666,0.6666666666666666,226,3,TS
0.5,0,197,2,TS
0.5,0,127,2,TS
0.5,0,118,2,TS
1.5,1.5,199,2,TS
0,0,159,2,TS
0,0,173,2,TS
0,0,136,3,TS
0,0,126,2,TS
0,0,128,3,TS
0,0,87,2,TS
0,0,92,2,TS
0,0,116,2,TS
0.5,0,83,2,TS
0,0,71,2,TS
2,0,184,2,TS
0.5,0,123,2,TS
0.5,0,142,2,TS
0,0,122,2,TS
0,0,86,2,TS
1,0,152,3,TS
1.5,0,114,2,TS
1.5,0,160,2,TS
1,0,183,2,TS
1.5,0,177,2,TS
0,0,165,2,TS
0,0,34,1,TS
1.25,0.5,471,4,SB
0,0,79,2,TS
5,0.6666666666666666,213,3,TS
0.6666666666666666,0,268,3,TS
0,0.5,88,2,TS
0,0.5,88,2,TS
0,0.5,75,2,TS
0.5,0,135,2,TS
0.5,0,120,2,TS
2.5,0.5,152,2,TS
0.5,0,90,2,TS
1,0.5,462,4,SB
0.5,0,92,2,TS
0,0,152,2,TS
0,0,165,2,TS
0.6,1.2,475,5,SB
0.6666666666666666,2,387,3,SB
0,0,36,1,TS
1,0,149,2,SB
0,0,84,2,SB
2,0.5,172,2,SB
0,0,175,3,TS
1.5,0.5,243,2,SB
0.4,0.2,495,5,SB
0.75,0,305,4,SB
1.5,0.5,231,2,SB
1.4,0.2,639,5,SB
1.1666666666666667,0,692,6,SB
1,0,743,6,SB
1,0.25,423,4,SB
0,0,194,2,SB
2,0.5,156,2,SB
1.3333333333333333,0.3333333333333333,316,3,SB
1,0.5,175,2,TS
0,0,150,2,SB
1,0,78,2,TS
1.3333333333333333,0,158,3,TS
1,0,86,2,TS
1.5,0,170,2,SB
2,0,219,2,SB
2,0,241,2,SB
0,0,235,2,SB
0,0,225,2,SB
2.3333333333333335,2,212,3,SB
1,0,689,6,SB
2,3,244,2,SB
1.5,3,229,2,SB
0.5,0,119,2,TS
1.5,0.25,322,4,SB
1.75,0.25,1003,8,SB
2.142857142857143,0.2857142857142857,829,7,SB
1.5,0.3333333333333333,716,6,SB
1.8,0.4,543,5,SB
4,1,229,2,SB
0.5,0.5,253,2,SB
0.3333333333333333,0,324,3,TS
1,0.5,248,2,SB
1,0.5,184,2,SB
0.5,0,210,2,SB
1.5,0,259,2,SB
3.5,1.5,222,2,SB
1,0.75,380,4,SB
2.6666666666666665,2.3333333333333335,404,3,SB
1.5,0,254,2,SB
2.5,1,244,2,SB
3,1,278,2,SB
0,0,374,3,SB
1,0,619,5,SB
1,0,372,4,SB
0.75,0.25,425,4,SB
2,0.3333333333333333,681,6,SB
1.8333333333333333,0.3333333333333333,621,6,SB
2.6666666666666665,0.5,657,6,SB
1.8333333333333333,0.5,683,6,SB
2.2,0.4,519,5,SB
2.4,0.8,508,5,SB
2.5,2,233,2,SB
1,0,183,2,SB
1.6666666666666667,1,279,3,SB
1.5,0,159,2,TS
1,0,189,2,SB
2,0,101,2,SB
1,0,226,2,TS
2,0,250,2,SB
1,0,85,2,TS
1.5,0,89,2,TS
2,0,129,2,TS
2,0,104,2,TS
0.25,0,440,4,SB
2,0,171,2,SB
7,1,220,2,SB
6.5,1,171,2,SB
2,0.8333333333333334,744,6,SB
1.2,0.6,459,5,SB
1,0.5,537,6,SB
1.8333333333333333,0.6666666666666666,567,6,SB
2.4,1.2,569,5,SB
2.2,1.2,504,5,SB
2.7142857142857144,0.7142857142857143,669,7,SB
0,0,234,2,SB
2.6,1.4,570,5,SB
2.3333333333333335,1,296,3,SB
5,2,184,2,SB
4,1.5,168,2,SB
0,0,143,2,SB
2,1,272,2,SB
1,0.5,265,2,SB
0.5,0,209,2,SB
1.6666666666666667,0.5,683,6,SB
1.75,0.25,389,4,SB
0.5,0,187,2,TS
0.4,0,468,5,SB
2.3333333333333335,0.6666666666666666,382,3,SB
0,0,171,2,SB
1.6666666666666667,0,631,6,SB
2,0,642,6,SB
1.8333333333333333,0,636,6,SB
2.2,0,612,5,SB
1.6,0,609,5,SB
0.5,0,257,2,SB
0.875,0.25,814,8,SB
3,0.5,518,4,SB
1.3333333333333333,0.3333333333333333,733,6,SB
2.5,0.5,445,4,SB
1,0,458,4,SB
1.6666666666666667,0,301,3,SB
1,0,460,4,SB
1,0,76,1,TS
1.5,0.5,373,4,SB
2.5,1,141,2,TS
6,8,206,2,SB
0.5,0,196,2,SB
1.5,0.25,447,4,SB
2.3333333333333335,1,308,3,SB
1.5,0,211,2,SB
1.25,0.25,482,4,SB
1.25,0.25,496,4,SB
0,0,245,2,SB
0.5,0.5,243,2,SB
1.5,0.5,509,4,SB
2.25,0.5,506,4,SB
1.6666666666666667,0.6666666666666666,371,3,SB
1.75,0.25,496,4,SB
1.6666666666666667,0.3333333333333333,377,3,SB
1,0,199,2,SB
0.5,0,245,2,SB
1,0,185,2,SB
0.75,0.25,464,4,SB
0.3333333333333333,0.3333333333333333,370,3,SB
1,1.5,262,2,SB
2,0,98,2,TS
1.2,0.4,623,5,SB
2.5,0,98,2,TS
1.5,1,241,2,SB
1.6666666666666667,0.3333333333333333,400,3,SB
1,0.3333333333333333,369,3,SB
1,0,513,5,SB
1,0.7142857142857143,725,7,SB
1.5,0.25,369,4,SB
1,0.75,423,4,SB
2.3333333333333335,0.3333333333333333,332,3,SB
1.5,0.5,192,2,SB
0.375,0.375,950,8,SB
1,1,288,3,TS
2.6666666666666665,0.6666666666666666,211,3,TS
2.3333333333333335,0.3333333333333333,325,3,TS
0.5,0,537,4,SB
0.75,0,539,4,SB
0.75,0.25,525,4,SB
0.5,0,537,4,SB
0.3333333333333333,0,358,3,SB
1.5,1,208,2,TS
0,0,140,1,SB
0.2857142857142857,0,796,7,SB
0,0,117,2,TS
0.3333333333333333,0.6666666666666666,265,3,TS
0.5,0,103,2,TS
0,0,99,2,TS
0.2,0,783,10,TS
1.3333333333333333,0,136,3,TS
1.6666666666666667,0,108,3,TS
1,0,226,4,TS
1,0,171,2,TS
1,0,167,2,TS
0.4,0,509,5,SB
0.5,0,180,2,TS
0.5,0,122,2,TS
0.5,0,93,2,TS
0.5,0,94,2,TS
0.5,0,186,2,TS
0,0,165,2,TS
0.5,0,174,2,TS
0.5,0,329,4,TS
0,0,80,2,TS
0,0,63,2,TS
1,0.42857142857142855,731,7,SB
0.5,0,95,2,TS
0.5,0,81,2,TS
0.6666666666666666,0.3333333333333333,202,3,TS
0.5,0,137,2,TS
0.5,0,173,2,TS
1,0,163,2,TS
0.5,0,102,2,TS
0.3333333333333333,0,185,3,TS
0.5,0,104,2,TS
0,0,129,2,TS
1.1428571428571428,0.42857142857142855,705,7,SB
1,0,74,1,TS
1,0,115,1,TS
1,0,77,1,TS
0,0,105,2,TS
0.5,0,117,2,TS
1,0,44,1,TS
1,0,179,2,TS
1.5,0,156,2,TS
1,0,163,2,SB
1.5,0,176,2,SB
0,0,62,2,TS
3,1.5,255,2,SB
0.5,0,121,2,TS
1,0,34,1,TS
1.25,0.25,401,4,SB
0.5,0.5,199,2,SB
1,0.5,191,2,TS
1.75,0.5,388,4,SB
2,0.42857142857142855,721,7,SB
1,0,264,3,SB
0,0,164,2,SB
0,0,128,2,SB
1.5,0.75,442,4,SB
1,0,202,2,SB
0,0,105,2,SB
0,0,184,2,TS
3,0.5,184,2,TS
3,0.5,145,2,TS
0.7142857142857143,0.2857142857142857,779,7,SB
0.6666666666666666,0.3333333333333333,605,6,SB
0,0.5,231,2,SB
0,0.25,329,4,SB
0,0.6666666666666666,306,3,SB
1.5,0.5,162,2,TS
0,0.5,201,2,SB
0,0,258,2,SB
1.5,0,170,2,TS
0.5,0,182,2,SB
0,0,46,1,TS
0,1,124,1,TS
1,0,356,3,SB
0.75,0,447,4,SB
1.6666666666666667,0,387,3,SB
2,0,348,3,SB
0.5,0,99,2,SB
0.5,0,454,4,SB
1,0,276,2,SB
1.5,0.5,185,2,SB
1,0.14285714285714285,679,7,SB
0.6,0,489,5,SB
1.6666666666666667,0.3333333333333333,319,3,SB
1.5,0,142,2,TS
0.5,0,226,2,SB
0.5,0,154,2,TS
1,0,245,2,SB
0.2857142857142857,0.2857142857142857,752,7,SB
0.25,0.25,447,4,SB
0.2,0,497,5,SB
0,0,333,3,SB
0.75,0,426,4,SB
1,0,257,2,SB
1.3333333333333333,1,266,3,SB
2,1.5,199,2,SB
4,2,214,2,SB
3.5,0.5,248,2,SB
1,0,183,2,SB
0,0.5,170,2,SB
1.5,0,243,2,SB
0.7142857142857143,0.14285714285714285,550,7,SB
0,0,197,2,TS
0,0,192,2,SB
1.375,0.5,787,8,SB
1,0.6666666666666666,639,6,SB
1.8,0.6,479,5,SB
0.5,0,134,2,SB
0.6666666666666666,0.5,574,6,SB
3,0,182,2,SB
0.8,0.4,400,5,SB
0,0,394,4,SB
0.5,0.25,332,4,SB
0,0.25,353,4,SB
1.5,0,185,2,TS
1.6666666666666667,0,326,3,SB
0.5,0,148,2,TS
1.5,0,214,2,SB
1.5,0,150,2,TS
0.5,0,268,2,SB
1.5,0,198,2,SB
0.5,0,192,2,TS
1.3333333333333333,0.3333333333333333,189,3,TS
0,0.5,199,2,SB
0,0,164,2,TS
0,0,179,2,TS
1,0,530,5,TS
1.3333333333333333,0,253,3,TS
0.5,0,151,2,TS
1,0,221,2,TS
0.5,0,197,2,TS
1.3333333333333333,0.6666666666666666,184,3,TS
1,0,204,2,TS
0,0,54,1,TS
1,0,155,3,TS
4.333333333333333,1,310,3,TS
0,0,132,2,TS
0.3333333333333333,0,187,3,TS
1,0,101,2,TS
0.6,0,413,5,TS
1,0,128,2,TS
1.5,0.5,257,2,SB
1.6,0,409,5,TS
1,0,206,3,TS
1,0,141,3,TS
0.3333333333333333,0,171,3,TS
0.5,0,95,2,TS
0.6666666666666666,0,120,3,TS
1,0,132,2,TS
1,0,147,2,TS
1,0,147,2,TS
1,0,130,2,TS
0,0,63,2,TS
0.2,0,466,5,SB
0.5,0,140,2,TS
0.5,0,141,2,TS
0.5,0,137,2,TS
1,0,152,2,TS
0,0,35,1,TS
4.75,0,259,4,TS
5.25,0,257,4,TS
4.75,0,289,4,TS
7,0,183,3,TS
4,0,101,2,TS
0.3333333333333333,0.3333333333333333,667,6,SB
3,0,177,3,TS
3,0,180,3,TS
2,0,109,3,TS
3,0,104,2,TS
3.5,0.5,142,2,TS
1,0,115,2,TS
1.5,0,260,4,TS
1,0,102,2,TS
2.5,0,106,2,TS
2.5,0,117,2,TS
0.3333333333333333,0,317,3,SB
2.5,0,115,2,TS
1,0,148,3,TS
0.5,0,85,2,TS
1.5,0,169,2,TS
2,0,197,2,TS
2.5,0,200,2,TS
2,0,166,2,TS
1.5,0,126,2,TS
2.5,0,136,2,TS
1,0,170,2,TS
0.5,0,187,2,SB
3.6666666666666665,1,242,3,TS
5,1.5,267,2,TS
1,0,228,3,TS
0.5,0,74,2,TS
1.5,0.5,105,2,TS
1.5,0,124,2,TS
1.5,0,121,2,TS
2,0,113,2,TS
1.5,0,125,2,TS
2,0,158,2,TS
0,0,153,2,TS
1,0,87,2,TS
2.2,1.4,596,5,TS
2,0.8,563,5,SB
2,1.6,653,5,SB
2.75,1.5,527,4,SB
3,1.4,482,5,SB
4,1.5,445,4,SB
1,0,136,2,TS
1,0,703,7,SB
1.2222222222222223,0.1111111111111111,1021,9,SB
0,0.5,258,2,SB
0.8888888888888888,0.1111111111111111,988,9,SB
1,0.16666666666666666,584,6,SB
0.8333333333333334,0,586,6,SB
1,0,624,6,SB
1,0.16666666666666666,615,6,SB
1.3333333333333333,0,243,3,SB
1.25,0,353,4,SB
1.3333333333333333,0,253,3,SB
0,0,86,1,SB
0,0,86,1,SB
0,0,81,1,TS
3.5,0,268,2,SB
0.2,0,389,5,SB
1,0,154,2,TS
1.5,0,453,4,TS
5,0,112,1,TS
3.5,0,149,2,TS
4.333333333333333,0,407,3,SB
3.3333333333333335,0,401,3,SB
1,0,278,2,SB
3.3333333333333335,0,388,3,SB
0.5,0,114,2,TS
3.5,2,179,2,TS
4,2,226,2,SB
0.5,0,225,2,SB
2.5,0,106,2,TS
2.5,0,101,2,TS
2,0,260,2,SB
1,0,199,2,TS
2,0,314,3,SB
1,0,270,2,SB
1.25,0,423,4,SB
3,0,141,2,TS
2,2.5,232,2,SB
2.5,2.5,129,2,TS
2.2,1,463,5,SB
2,0,172,2,SB
0.5,0,247,2,SB
3,0,276,2,SB
0.5,0.25,381,4,SB
2.6666666666666665,1.1666666666666667,653,6,SB
1,0,277,2,SB
3,1.25,499,4,SB
2.8,1.4,522,5,SB
2.6,1.4,505,5,SB
3.6666666666666665,1.6666666666666667,278,3,SB
2,0.6666666666666666,722,6,SB
1.5833333333333333,0.5833333333333334,1314,12,SB
1.625,0.5,966,8,SB
2.2,0.7,1267,10,SB
1.875,0.875,1005,8,SB
1.8,0.7,1286,10,SB
1.5,0,166,2,TS
2,0,224,2,SB
2.5714285714285716,0.7142857142857143,731,7,SB
2.5,0.5,469,4,SB
3.142857142857143,0.7142857142857143,744,7,SB
2.4444444444444446,0.7777777777777778,1134,9,SB
2.2857142857142856,1,913,7,SB
2.125,0.875,943,8,SB
2.25,0.5,445,4,SB
2.5,0.5,407,4,SB
3,0.6,598,5,SB
2.5,1,506,4,SB
1,0,126,2,TS
2,0.8,603,5,SB
4.6,1.4,646,5,SB
2.1666666666666665,1.3333333333333333,746,6,SB
2.2,0.8,646,5,SB
2.75,1,449,4,SB
2.6666666666666665,0.6666666666666666,361,3,SB
2,1,203,2,TS
4,2.5,256,2,SB
2.6666666666666665,0.6666666666666666,712,6,SB
3,0.875,843,8,SB
0.6666666666666666,1,216,3,TS
3.7142857142857144,1.1428571428571428,804,7,SB
3.4285714285714284,1,783,7,SB
1.6666666666666667,0.3333333333333333,693,6,SB
1.8,0.4,499,5,SB
2.25,0.5,469,4,SB
2.25,0.75,479,4,SB
0,0,157,2,SB
7,3,135,1,TS
1,0,253,2,SB
3,1.5,261,2,SB
1,1.5,155,2,TS
2,2,208,2,SB
1,0.3333333333333333,357,3,SB
1.6666666666666667,0,373,3,SB
0,0,93,2,SB
1,0.3333333333333333,330,3,SB
1.1666666666666667,0.16666666666666666,793,6,SB
0.2,0,660,5,SB
1,0.16666666666666666,786,6,SB
1.5,0.16666666666666666,788,6,SB
0.4,0,558,5,SB
1,0,170,2,SB
0.2,0,596,5,SB
0.6,0,677,5,SB
1.25,0,482,4,SB
0.3333333333333333,0.3333333333333333,335,3,SB
2.2,0.6,525,5,SB
2,0.6,574,5,SB
2,0.6,523,5,SB
1,0,240,2,SB
0.5,0,167,2,SB
6.5,2.5,167,2,SB
0.4,0.2,474,5,SB
0.5,0,243,2,TS
0,0,70,1,SB
1.6666666666666667,0,331,3,SB
0,0,279,2,SB
1.5,0,200,2,SB
0,0,199,2,SB
