mean_favorite_count,mean_retweet_count,sum_display_text_width,n,code
1.5,0.5,268,2,SB
1.8,0,636,5,SB
2.75,0,535,4,SB
2.6666666666666665,0,394,3,SB
1,0.3333333333333333,402,3,SB
2.6666666666666665,0,370,3,SB
1.5,0.5,266,2,SB
2,1,413,3,SB
1.5,0,131,2,TS
0,0,245,2,TS
3.6666666666666665,0,227,3,SB
0,0,235,2,SB
0.3333333333333333,0,271,3,SB
1,0,257,2,SB
0,0,214,2,SB
1,1,242,2,SB
0,0,232,2,SB
0,0,244,3,SB
0.3333333333333333,0,272,3,SB
0.5,0,234,2,SB
3,0,393,3,SB
1.5,0,223,2,TS
0,0.5,209,2,SB
0,0,206,2,SB
4,0,130,1,SB
1.6666666666666667,0.3333333333333333,294,3,SB
1,0.6666666666666666,306,3,SB
1.5,1,252,2,SB
2,0,258,2,SB
5.5,0,179,2,SB
0.5,0,145,2,TS
0.5,0,121,2,TS
0.9,0,817,10,SB
1.125,0,659,8,SB
0.6666666666666666,0,221,3,SB
0.3333333333333333,0,199,3,SB
0.6666666666666666,0.3333333333333333,287,3,SB
1,0.3333333333333333,193,3,SB
0.8333333333333334,0,692,6,SB
0.25,0.5,508,4,SB
0.4,0.2,450,5,SB
0,0.3333333333333333,332,3,SB
0,0.5,230,2,SB
0.5,0.5,172,2,SB
0.6666666666666666,0,409,3,SB
2.5,0.5,219,2,SB
2,0.3333333333333333,337,3,SB
1.5,0,170,2,TS
1,0.6666666666666666,356,3,SB
1.3333333333333333,0,289,3,SB
1.5,0,129,2,TS
0.875,0.125,914,8,SB
0.6666666666666666,0,327,3,SB
1.3333333333333333,0,284,3,SB
1,0,197,2,TS
0.8,0.2,346,5,SB
0.6666666666666666,0,192,3,SB
1.5,0,116,2,SB
1.6666666666666667,0,349,3,SB
2,1,161,2,SB
1.8,0.2,414,5,SB
2.5,0.5,180,2,SB
1,0,114,2,SB
0.5,0,170,2,SB
5,0,83,1,SB
1.5,0,162,2,SB
0,0,54,1,SB
2.5,0.5,144,2,SB
1,0,158,2,SB
1,0,170,2,SB
1,0.5,255,2,SB
1.6666666666666667,0.3333333333333333,271,3,SB
0.5,0.5,274,2,SB
0.5,0,241,2,SB
0,0.5,244,2,SB
0.6666666666666666,0.3333333333333333,365,3,SB
0.3333333333333333,0,132,3,TS
0.5,1,94,2,SB
0.3333333333333333,1.3333333333333333,388,3,SB
0.5,2,232,2,SB
0.5,0.25,370,4,SB
0.3333333333333333,0,272,3,SB
0,0.3333333333333333,377,3,SB
2,1,226,2,SB
1.5,0.5,201,2,SB
1.5,0,146,2,TS
0.5,0,69,2,TS
0.3333333333333333,0.6666666666666666,232,3,SB
2.3333333333333335,1,301,3,SB
1.6666666666666667,1,213,3,TS
1.6666666666666667,1,212,3,TS
0.4,0,348,5,TS
0.5,0,221,2,TS
0.6666666666666666,0,138,3,TS
0.5,0,65,2,TS
0,0,94,2,TS
0.5,0.16666666666666666,697,6,SB
0,0,321,3,SB
0.6666666666666666,0.3333333333333333,717,6,SB
0.8333333333333334,0.16666666666666666,699,6,SB
1,0.3333333333333333,322,3,SB
0.6666666666666666,0.3333333333333333,308,3,SB
0.75,0.75,407,4,SB
0.4,0.6,517,5,SB
1,1.5,222,2,SB
1,0.8,481,5,SB
0.25,0,169,4,TS
0,0,100,2,TS
1,0.2,420,5,SB
2,1,243,2,TS
0.75,0.75,468,4,SB
0.16666666666666666,0,600,6,SB
0.25,0,442,4,SB
0.2,0.2,504,5,SB
0.6666666666666666,0.6666666666666666,412,3,SB
0.6666666666666666,0.3333333333333333,409,3,SB
1,0.5,265,2,SB
1.5,1,512,4,SB
0.6923076923076923,0.07692307692307693,1196,13,SB
0.5,0,224,2,SB
1.5,0.5,230,2,SB
0.3333333333333333,0,266,3,SB
0.5,0,244,2,SB
2,2,227,2,SB
0.5,0.8333333333333334,723,6,SB
0.8333333333333334,0.8333333333333334,694,6,SB
1,1.25,491,4,SB
0.8,1,562,5,SB
2,2.5,266,2,SB
0.8,0.2,605,5,SB
0,0,164,2,TS
0.5,0,254,2,SB
0.5,0,250,2,SB
3,1,129,1,SB
1,0.3333333333333333,399,3,SB
2,0.5,270,2,SB
0.6,0,535,5,SB
1.5,0,270,2,SB
1,1,700,6,SB
0.75,0.375,958,8,SB
1,0,356,3,SB
0.8571428571428571,0.7142857142857143,861,7,SB
0.8,0.6,611,5,SB
0.8,0.6,621,5,SB
0,0,110,1,SB
0.6666666666666666,0,322,3,SB
0.5,0,310,4,SB
0.75,0,299,4,SB
1,0,298,4,SB
0,0,268,2,SB
1,1,913,8,SB
2.1666666666666665,1.8333333333333333,747,6,SB
2.6666666666666665,1.8333333333333333,714,6,SB
2.6,1.6,590,5,SB
4.666666666666667,2.3333333333333335,410,3,SB
5.5,3.5,280,2,SB
6.5,3.5,265,2,SB
0,0.5,271,2,SB
1.6666666666666667,0.3333333333333333,301,3,SB
1.5,0.5,197,2,SB
0.375,0.375,894,8,SB
0.8333333333333334,0.3333333333333333,532,6,SB
0.5,0,283,2,SB
0.8,0.4,532,5,SB
0.3333333333333333,0.6666666666666666,310,3,SB
0.3333333333333333,0.3333333333333333,321,3,SB
2,0.5,264,2,SB
1,0.5,269,2,SB
0.6666666666666666,0,300,3,SB
1,0,210,2,SB
0.6666666666666666,0.3333333333333333,266,3,SB
0.2,0.1,953,10,SB
0.5,0,132,2,TS
0.3333333333333333,0,286,3,TS
0,0,252,3,TS
0,0,88,2,SB
0.4,0,586,5,TS
1,0,285,3,TS
0,0,140,2,TS
0.5,0,257,4,TS
0.5,0,421,4,SB
0.6666666666666666,0,199,3,TS
1.3333333333333333,0,176,3,TS
1,0,227,3,TS
0.2857142857142857,0.21428571428571427,1804,14,SB
0.3333333333333333,0.25,1572,12,SB
0.875,0.5,966,8,SB
1,0.5,278,2,SB
0,0,162,2,SB
0.16666666666666666,0.3333333333333333,548,6,SB
0,0,637,7,SB
0.25,0,386,4,SB
0.16666666666666666,0.16666666666666666,543,6,SB
0.5,0,272,2,SB
0.5,0,222,2,SB
0.5,0,262,2,SB
0.5,0,207,2,SB
0.14285714285714285,0.14285714285714285,669,7,SB
0,0.16666666666666666,558,6,SB
0.25,0.25,356,4,SB
0.4,0.1,1030,10,SB
0.5,0.2,1036,10,SB
0.5,0.5,188,2,SB
0.4,0.2,1044,10,SB
0.42857142857142855,0.14285714285714285,689,7,SB
0.6,0,471,5,SB
0.3333333333333333,0.16666666666666666,467,6,SB
0.5,0,321,4,SB
0.3333333333333333,0,240,3,SB
0.5,0,128,2,SB
0.16666666666666666,0,728,6,SB
0.16666666666666666,0,684,6,SB
0,0,537,5,SB
0.3333333333333333,0,196,3,TS
0,0,203,2,SB
0,0,530,5,SB
0,0,493,5,SB
0.5,0.5,220,2,SB
0,0,180,2,TS
0.5,1,266,2,SB
0.6666666666666666,0.3333333333333333,316,3,SB
0.75,0.25,409,4,SB
2,0.5,268,2,SB
1.5555555555555556,1.5555555555555556,1087,9,SB
1.625,1.625,943,8,SB
0.75,0,484,4,SB
1.7777777777777777,1.5555555555555556,1087,9,SB
1.7142857142857142,1.8571428571428572,883,7,SB
2,2.1666666666666665,660,6,SB
1,1.6,538,5,SB
1.25,1.75,441,4,SB
1.25,1.75,491,4,SB
1.25,1.75,465,4,SB
0.5,0,235,2,TS
0,0,230,3,SB
1.6666666666666667,0.6666666666666666,323,3,SB
0,0,126,2,TS
0,0,386,3,SB
1,0,600,5,SB
0.5,0,265,2,SB
1,0.5,265,2,SB
0,0,287,3,TS
0,0,226,2,SB
1.1666666666666667,0.5,565,6,SB
1,0.5,209,2,TS
1,0,351,3,SB
1,0,329,3,SB
0,0,477,4,SB
0.5,0,199,2,SB
1.6666666666666667,0.6666666666666666,271,3,SB
0.5,0.5,149,2,SB
0.5,0.5,129,2,SB
0.8571428571428571,0.2857142857142857,742,7,SB
1.1666666666666667,0.3333333333333333,760,6,SB
0.6,0.2,445,5,SB
0.4,0,420,5,SB
0.3333333333333333,0.3333333333333333,581,6,SB
0.4,0,452,5,SB
0,0,590,5,SB
1.5714285714285714,1.7142857142857142,863,7,SB
1.8571428571428572,1.7142857142857142,865,7,SB
1.8333333333333333,1.6666666666666667,734,6,SB
2,2.2,602,5,SB
1.4,1.8,604,5,SB
1,1.5,372,4,SB
1.6666666666666667,2.3333333333333335,356,3,SB
2,2.3333333333333335,320,3,SB
2,2.3333333333333335,275,3,SB
2,3,257,2,SB
0,0,155,2,SB
1.5,0,274,2,SB
1.5,0.5,235,2,SB
0.4,0.4,585,5,SB
0.5,0.75,431,4,SB
0,0,285,3,SB
0.5,0,233,2,SB
0.5,0,269,2,SB
1,1,313,3,TS
1.3333333333333333,1,402,3,TS
0.6666666666666666,1,374,3,TS
0.5714285714285714,0,927,7,SB
1,0,145,2,TS
1,0,123,2,TS
0.5555555555555556,0.5555555555555556,943,9,SB
0,0,191,3,TS
0,0,120,3,TS
0,0,125,2,TS
0,0,176,3,TS
0.5,0,116,2,TS
0.5,0,116,2,TS
0.5714285714285714,0,936,7,SB
0,0,60,2,TS
0.5,0,85,2,TS
1.3333333333333333,0,337,3,TS
0.6666666666666666,0,197,3,TS
0.5,0.5,102,2,TS
0,0,73,2,TS
0,0,69,2,TS
0.3333333333333333,0,336,3,TS
0.5,0,164,2,TS
0,0,107,2,TS
0.42857142857142855,0,941,7,SB
0,0,103,2,TS
1,0,104,2,TS
1,0,104,2,TS
0,0,33,1,TS
0,0,134,2,TS
0,0,37,1,TS
0.25,0,309,4,TS
0.5,0,109,2,TS
1.5,0,110,2,TS
0.25,0,170,4,TS
0.3,0,1128,10,SB
0.6666666666666666,0,186,3,TS
0,0,99,2,TS
0,0,156,2,TS
0,0,73,2,TS
0.6666666666666666,0,120,3,TS
0,0,53,2,TS
0,0,58,2,TS
0,0,167,2,TS
1,0,249,3,TS
0.7142857142857143,0,884,7,SB
0,0,137,2,TS
0,0,181,2,TS
0,0,100,2,TS
0.5,0,134,2,TS
0.6,0,685,5,SB
0.5,0,247,2,SB
0,0,210,2,TS
1.5,0.5,215,2,SB
0.5,0.07142857142857142,1436,14,SB
0.18181818181818182,0.09090909090909091,1070,11,SB
1.1111111111111112,0.3333333333333333,1058,9,SB
0.4444444444444444,0.3333333333333333,906,9,SB
0.2,0.1,984,10,SB
0.75,0.25,1235,12,SB
0.18181818181818182,0.18181818181818182,1231,11,SB
0.375,0.125,775,8,SB
0.6666666666666666,0.1111111111111111,948,9,SB
0.4444444444444444,0.1111111111111111,863,9,SB
0.3,0.1,940,10,SB
0.14285714285714285,0.2857142857142857,705,7,SB
1.2222222222222223,0.3333333333333333,1059,9,SB
0.2,0.2,482,5,SB
0.5,0.25,414,4,SB
1.2,0,586,5,SB
1.6666666666666667,0,307,3,SB
1.25,0,398,4,SB
1.3333333333333333,0,336,3,SB
2,0,153,2,TS
1.75,0,356,4,SB
1.3333333333333333,0,570,6,SB
1,0,180,2,TS
0.625,0.25,916,8,SB
1,0,163,2,TS
0,0,336,5,SB
0,0.3333333333333333,234,3,SB
1,0,234,2,TS
2,1,269,2,SB
1.75,0.75,485,4,SB
2.3333333333333335,1.6666666666666667,317,3,SB
2.5,1,280,2,SB
0,0,279,3,SB
0.8333333333333334,0.3333333333333333,716,6,SB
0.6666666666666666,0,190,3,TS
0.6666666666666666,0,229,3,SB
2,0.5,182,2,TS
0,0,115,2,TS
0,0,108,2,TS
1.5,0.25,476,4,SB
1.5,0.25,483,4,SB
1.5,0.5,174,2,TS
0,0,148,2,TS
1.3333333333333333,0,291,3,SB
0.5,0.25,968,8,SB
0.5,0,164,2,SB
0.5,0.5,686,6,SB
0.5,0,237,2,TS
0.5,0.5,247,2,SB
0.5,0,234,2,SB
1.5,0.25,412,4,SB
1.3333333333333333,0,380,3,SB
2,1,320,3,SB
2,1,344,3,SB
0.6666666666666666,0.3333333333333333,686,6,SB
3,1.5,153,2,TS
3,1.5,215,2,SB
0,0,300,3,SB
1,0,307,3,SB
0,0,97,1,TS
0.5,0,172,2,TS
1,0,192,2,SB
0,0,217,2,TS
1,0,168,2,SB
0,0,184,2,SB
0.8333333333333334,0.3333333333333333,716,6,SB
0,0,245,2,SB
2.5,1,266,2,SB
0.5,0,427,4,SB
0,0,413,3,SB
1.6666666666666667,0,332,3,SB
0.75,0.08333333333333333,1440,12,SB
0.5,0,271,2,SB
1.3333333333333333,0.3333333333333333,335,3,SB
1.6,0.2,557,5,SB
4.5,1,263,2,SB
1.125,0.375,965,8,SB
2,0,234,2,SB
2,0,258,2,SB
0.6,0,352,5,SB
0.6,0,353,5,SB
1,0,267,2,SB
0,0,231,2,TS
0.5,0,224,2,SB
0.2727272727272727,0.18181818181818182,1427,11,SB
0.75,0.25,544,4,SB
0.6666666666666666,0,410,3,SB
1,0.375,956,8,SB
1,0.5714285714285714,676,7,SB
0.75,0.25,446,4,SB
0,0.5,272,2,TS
1.5,0.5,157,2,TS
1.6666666666666667,0.3333333333333333,602,6,TS
0.6666666666666666,0.6666666666666666,245,3,TS
1,0.6666666666666666,242,3,TS
0.5,0,147,2,TS
0.5,0,162,2,TS
0,0,61,2,TS
1,0,265,3,TS
1,0.2857142857142857,820,7,SB
0,0,106,2,TS
0,0,121,2,TS
0,0,121,2,TS
0.5,0,177,2,TS
0.5,0,118,2,TS
0.5,0,107,2,TS
0,0,87,3,TS
0,0,69,2,TS
0.3333333333333333,0,187,3,TS
0.3333333333333333,0,551,6,TS
1.1428571428571428,0.2857142857142857,763,7,SB
0.5,0,143,2,TS
0.5,0,103,2,TS
0,0,74,2,TS
0,0,74,2,TS
0.5,0,146,2,TS
0,0,135,2,TS
0,0,64,2,TS
0,1,60,1,TS
0,0,32,1,TS
0.5,0,268,4,TS
1,0.8,604,5,SB
0.3333333333333333,0,197,3,TS
0,0,155,2,TS
0,0,142,2,TS
0,0,109,2,TS
1.5,0,73,2,TS
1.5,0,67,2,TS
1.5,0,94,2,TS
2,0,95,2,TS
0.5,0,60,2,TS
1.5,0,269,4,TS
0.3333333333333333,0.3333333333333333,403,3,SB
2,0,120,2,TS
0,0,54,2,TS
0,0,58,2,TS
0,0,28,1,TS
1.5,0,164,2,TS
1.5,0,182,2,TS
2,0,184,2,TS
0,0,32,1,TS
1.75,0,312,4,TS
1.75,0,256,4,TS
0,0,396,4,SB
2,0,212,3,TS
0.75,0.5,955,8,SB
0.625,0.5,907,8,SB
0.5,0.5,518,4,SB
0.4,0,454,5,SB
0,0,147,2,SB
2,1,204,2,SB
0,0,188,2,SB
0,0,122,2,SB
0,0,290,3,SB
0,0.3333333333333333,395,3,SB
1.5,0.5,230,2,TS
0,0,277,3,SB
0,0.3333333333333333,657,6,SB
1,0,269,3,SB
0,0,189,2,SB
0.75,0,456,4,SB
0.5,0,182,2,SB
1.8333333333333333,0.8333333333333334,711,6,SB
0.5,0,153,2,TS
0.3333333333333333,0,252,3,SB
0.8,0.8,541,5,SB
0.8333333333333334,0.5,653,6,SB
0.8333333333333334,0.5,684,6,SB
1,0.5,421,4,SB
1,0.3333333333333333,304,3,SB
0.5,0,64,2,TS
0.3333333333333333,0,394,6,TS
1.3333333333333333,0.3333333333333333,384,3,SB
0,0,204,2,TS
0,0,203,2,SB
1.1428571428571428,0.2857142857142857,713,7,SB
1.6,0.4,548,5,SB
1.6666666666666667,0.6666666666666666,379,3,SB
0.5,0,892,8,SB
0.6666666666666666,0,708,6,SB
1,0,479,4,SB
1,0,479,4,SB
1,0,453,4,SB
0.4,0.2,409,5,SB
0,0,154,2,SB
1,0,170,2,TS
0.3333333333333333,0,330,3,SB
1,0,189,2,TS
0.25,0.5,343,4,SB
2,0,196,2,TS
2,0,180,2,TS
0.6,0.2,430,5,SB
0.75,0.25,370,4,SB
2.5,0.5,225,2,TS
0,0,238,3,SB
0,0,66,2,TS
1,0.3333333333333333,626,6,SB
1.75,1.25,372,4,SB
2.5,0.5,272,2,SB
2,0,249,2,SB
2,1,254,2,SB
1,0,149,2,TS
1,0,172,2,TS
0,0,136,1,SB
0.4,0.6,559,5,SB
1.6666666666666667,0.6666666666666666,278,3,SB
0.5,0,153,2,TS
0.4,0.4,607,5,SB
1.75,0.5,355,4,SB
0.25,0,302,4,SB
0.6,0.6,639,5,SB
1,0.5,275,2,SB
0.25,0.25,489,4,SB
0,0,123,2,TS
0.4,0,508,5,SB
0.75,0,430,4,SB
0.5,0.5,258,2,SB
0,0,482,5,SB
1.1666666666666667,0.5,723,6,SB
0.5,0.5,216,2,SB
0,0,80,1,TS
0.3333333333333333,0,303,3,SB
1,0,396,4,SB
0.6666666666666666,1,233,3,TS
0.75,0.25,368,4,TS
0,0,242,2,TS
1.5,0,144,2,TS
0.5,0,120,2,TS
0,0,169,2,TS
0.6,0.6,614,5,SB
0,0,192,2,TS
0.3333333333333333,0,309,3,TS
0,0,157,2,TS
0,0,101,2,TS
0.5,0,104,2,TS
0.2,0,477,5,SB
0,0,115,1,SB
0.6666666666666666,0,334,3,TS
0,0,155,2,TS
0,0,201,2,SB
0.5,0.75,528,4,SB
0.2,0,550,5,SB
0.25,0,433,4,SB
0.25,0,447,4,SB
0,0,425,4,SB
0.3333333333333333,0.3333333333333333,259,3,SB
1,0.4,554,5,SB
0.3333333333333333,0.3333333333333333,290,3,TS
0.8,1.2,619,5,SB
1.4285714285714286,0.8571428571428571,802,7,SB
1,0.3333333333333333,259,3,SB
1,1,249,2,SB
0,0,312,3,SB
0,0,307,3,SB
0,0,286,3,SB
1,0.25,470,4,TS
1.5,0,190,2,SB
0,0.3333333333333333,290,3,SB
1.5,0.5,264,2,SB
1,0.5,409,4,SB
0.6,0.2,491,5,TS
1,1,217,2,SB
0.5,0.5,212,2,SB
1,0,270,2,SB
0.5,0,196,2,SB
0.5,0.125,776,8,SB
0.42857142857142855,0.14285714285714285,709,7,SB
0.25,0,389,4,SB
0,0,261,3,SB
0,0,240,3,SB
0,0,277,3,SB
0,0,52,1,SB
1,1,191,2,SB
0.5,1,249,2,SB
0.2,0.2,470,5,SB
0.6666666666666666,0.2222222222222222,1039,9,SB
0.5714285714285714,0.5714285714285714,860,7,SB
0.6666666666666666,0.2222222222222222,1034,9,SB
0.5,0.25,922,8,TS
0.5,0.5,147,2,SB
0.6,0.4,540,5,SB
0.6,0.4,573,5,SB
0.5,0.5,476,4,SB
1.5,0.5,240,2,SB
0.75,0.5,444,4,SB
0.6666666666666666,0.3333333333333333,338,3,SB
0.8,0.4,608,5,SB
0.3333333333333333,0.6666666666666666,349,3,SB
0.5,0,218,2,SB
0.25,0.25,470,4,SB
1,0.5,178,2,SB
0.25,0,407,4,SB
0.7142857142857143,0,791,7,SB
1,0,97,1,TS
0.5,0,183,2,SB
0,0,113,1,SB
0.6666666666666666,0,274,3,SB
1.3333333333333333,0,323,3,SB
1.3333333333333333,0.3333333333333333,215,3,SB
1.75,0.25,530,4,SB
0.3333333333333333,0,414,3,SB
2,1,276,2,TS
0,0,98,1,TS
0.6666666666666666,0.6666666666666666,297,3,SB
0,0,201,2,SB
0.6666666666666666,1,331,3,SB
0.5,1.5,259,2,SB
0.5,0,363,4,SB
1.6666666666666667,2,416,3,SB
0.5,0,226,2,TS
1,1,204,2,SB
0,0,133,1,SB
0.7777777777777778,0.2222222222222222,1030,9,SB
1,0.375,857,8,SB
1.1428571428571428,0.2857142857142857,765,7,SB
0.5,0.5,136,2,TS
1,0.6666666666666666,391,3,SB
1.2,0.6,561,5,SB
1.5,1,245,2,SB
0.25,0.125,879,8,SB
0.5,0.25,536,4,SB
0.6666666666666666,0,346,3,SB
0,0.3333333333333333,339,3,SB
0,0,90,1,SB
0,0,312,3,SB
0.5,0,179,2,SB
0.3333333333333333,0.3333333333333333,317,3,SB
0.3333333333333333,0.6666666666666666,358,3,SB
0,0,325,3,SB
1,0,189,2,SB
1,0.5,196,2,SB
2,1.5,245,2,SB
1,0.25,884,8,SB
0.875,0.125,920,8,SB
0.8571428571428571,0.14285714285714285,816,7,SB
1.3333333333333333,0.16666666666666666,624,6,SB
0.5,0,149,2,SB
0,0.5,254,2,SB
0.6666666666666666,1,389,3,SB
3,0.5,224,2,SB
2.5,0.5,187,2,TS
0.5,0.5,233,2,SB
1.5,0.5,265,2,SB
0.75,0.75,459,4,SB
0.5,0.5,226,2,SB
0,0.5,242,2,SB
0,0,324,3,SB
0,0,246,3,TS
0.5,0.5,493,4,SB
0,0,173,3,TS
1.5,1,187,2,SB
0,0,112,2,TS
0,0,246,2,SB
0.2,0,612,5,SB
1,0.2,580,5,SB
0.5,0.25,456,4,SB
0,0,201,2,SB
0,0.5,126,2,TS
1.3333333333333333,0.6666666666666666,245,3,TS
0.3333333333333333,0.6666666666666666,375,3,SB
0,0,137,2,TS
0,0,136,2,TS
2,1,240,2,TS
1,0,178,2,TS
1,0,151,2,TS
1,0,140,2,TS
0.5,0,140,2,TS
0.5,0,160,2,TS
0.5,0,149,2,TS
0.5,0,131,2,TS
0.6666666666666666,0.3333333333333333,283,3,SB
0,0,97,2,TS
0,0,43,1,TS
0,0,39,1,TS
0.2,0.2,252,5,TS
0.25,0,245,4,TS
0,0,161,3,TS
0,0,164,3,TS
0,0,144,3,TS
0,0,51,2,TS
0,0.3333333333333333,228,3,TS
0,0.5,170,2,TS
0,0,60,2,TS
0.25,0.25,349,4,SB
0.6666666666666666,0.3333333333333333,291,3,TS
0,0.2,467,5,SB
0,0,331,3,SB
0,0,201,2,SB
0,0,323,4,SB
0,0,225,2,SB
0,0,542,6,SB
0.5,0,243,2,SB
0,0,239,3,SB
0.5,0,360,4,TS
0,0,93,2,TS
0,0,220,2,SB
0,0,158,2,SB
0.25,0,377,4,SB
0.3333333333333333,0.6666666666666666,252,3,SB
0.5,1,205,2,SB
4.5,3.5,267,2,SB
0.3333333333333333,0,262,3,SB
1.4,0.8,647,5,SB
0.25,0,334,4,SB
0.25,0,373,4,SB
0.25,0,360,4,SB
1.5,0,220,2,SB
1,0,248,2,SB
1.5,0,245,2,SB
0.25,0,982,8,SB
1,0,209,2,SB
0.6666666666666666,0,260,3,SB
0.5,0,168,2,SB
1.6,1,638,5,SB
0.5,0,232,2,SB
0.5,0,114,2,SB
0.5,0.5,251,2,TS
0.6666666666666666,1,363,3,SB
0.08333333333333333,0.08333333333333333,1391,12,SB
0,0,1593,14,SB
0.07142857142857142,0.07142857142857142,1708,14,SB
0,0,1849,16,SB
0,0,943,8,SB
0.4,0,576,5,SB
1.5,0,210,2,TS
2.75,0.75,529,4,SB
0,0,216,2,SB
0.3,0.2,1074,10,SB
0.3,0.2,923,10,SB
1,0.5714285714285714,723,7,SB
0.5,0.5,606,6,SB
0.6,0.6,588,5,SB
1,0.5714285714285714,712,7,SB
0.75,0.5,500,4,SB
0.3333333333333333,0,285,3,SB
0.1111111111111111,0,953,9,SB
2.5,0.5,255,2,SB
0.42857142857142855,0,747,7,SB
0.3333333333333333,0,354,3,SB
0.3333333333333333,0,256,3,SB
0,0,216,2,SB
0.6666666666666666,0.3333333333333333,394,3,SB
0.16666666666666666,0.16666666666666666,353,6,SB
1,0,132,2,SB
1,1,443,4,SB
1.3333333333333333,1.3333333333333333,366,3,SB
0.5,0,223,2,SB
2.3333333333333335,1,346,3,SB
1.5,0.5,243,2,SB
0.6,0,460,5,SB
0.75,0,372,4,SB
1.5,0,206,2,SB
1.5,0.5,162,2,TS
1.1666666666666667,0.16666666666666666,697,6,SB
0.6666666666666666,0,299,3,SB
1,0,89,1,SB
0.5,0,301,4,SB
1,0,231,3,SB
1.3333333333333333,0.3333333333333333,392,3,SB
0.5,0,146,2,TS
0.25,0,281,4,TS
0.4,0.2,563,5,TS
0.5,0,155,2,SB
0,0,116,2,TS
