student_id,course_id,gender,enrollment_reason,enrollment_status,final_grade,time_spent,subject,semester,section,int,uv,percomp,percentage_earned,sum_discussion_posts,sum_n_words
86110,BioA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,75.11182796,3954.2997,BioA,S116,01,3.8,3,3,0.7125714285714286,6,150
86113,BioA-S116-01,F,Other,Approved/Enrolled,75.0827957,63.6837,BioA,S116,01,3.8,3,4,0.7866285714285715,10,240
86130,BioA-S116-01,F,Other,Approved/Enrolled,72.84946237,142.7337,BioA,S116,01,3.8,3.6666666666666665,3,0.6271428571428571,6,436
86202,BioA-S116-01,M,Credit Recovery,Approved/Enrolled,45.76666667,1391.0673,BioA,S116,01,3,3,3,0.5510714285714285,5,108
86216,BioA-S116-01,M,Scheduling Conflict,Approved/Enrolled,92.94301075,1855.9338,BioA,S116,01,3.8,3.3333333333333335,3.5,0.8985714285714286,8,622
86580,BioA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,83.16666667,1076.5339,BioA,S116,01,3.8,3.3333333333333335,2.5,0.7972857142857143,6,382
87081,BioA-S116-01,M,Other,Approved/Enrolled,6.693548387,181.5999,BioA,S116,01,4,4,4,0.2667857142857143,3,64
87552,BioA-S116-01,F,Scheduling Conflict,Approved/Enrolled,90.08064516,1496.8001,BioA,S116,01,4,4.666666666666667,NA,0.9382142857142857,6,360
88568,BioA-S116-01,M,Other,Approved/Enrolled,36.57419355,1329.3997,BioA,S116,01,3,3,3.5,0.4471428571428571,3,28
89300,BioA-S116-01,M,Scheduling Conflict,Approved/Enrolled,61.3172043,1132.1503,BioA,S116,01,3.4,3.6666666666666665,3,0.5589285714285714,1,1
90253,BioA-S116-01,F,Other,Approved/Enrolled,64.23548387,1803.8334,BioA,S116,01,NA,3.3333333333333335,3.5,0.7882142857142858,4,134
90430,BioA-S116-01,F,Credit Recovery,Approved/Enrolled,78.86666667,2252.5,BioA,S116,01,4,3.3333333333333335,3,0.7455714285714286,5,363
90466,BioA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,82.33333333,658.4165,BioA,S116,01,5,5,5,0.8205714285714285,5,131
91066,BioA-S116-01,F,Other,Approved/Enrolled,36.34408602,222.9831,BioA,S116,01,3.8,3.6666666666666665,4,0.3028571428571429,3,84
91067,BioA-S116-01,F,Other,Approved/Enrolled,99.75806452,2920.9838,BioA,S116,01,4.2,3.3333333333333335,4,0.9964285714285714,6,473
91300,BioA-S116-01,F,Scheduling Conflict,Approved/Enrolled,96.26344086,1311.9998,BioA,S116,01,4.2,3.6666666666666665,3.5,0.9521428571428572,9,680
91351,BioA-S116-01,F,Other,Approved/Enrolled,6.747311828,206.2335,BioA,S116,01,3.8,4,4,0.2689285714285714,3,73
91611,BioA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,92.90322581,616.3672,BioA,S116,01,4,3,3,0.9292857142857143,6,418
91624,BioA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,78.54946237,583.1167,BioA,S116,01,5,3.6666666666666665,4,0.8592857142857143,8,313
92152,BioA-S116-01,F,Other,Approved/Enrolled,93.48064516,3214.3998,BioA,S116,01,3.4,4,2.5,0.9032,9,434
92510,BioA-S116-01,M,Other,Approved/Enrolled,91.90860215,295.5494,BioA,S116,01,5,5,5,0.9732142857142857,9,594
92606,BioA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,5.698924731,10.1498,BioA,S116,01,3.2,3,2.5,0.22714285714285715,1,35
92633,BioA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,3.010752688,571.2834,BioA,S116,01,4,4,4,0.12,NA,NA
95658,BioA-S216-01,F,Scheduling Conflict,Approved/Enrolled,82.29946524,644.2667,BioA,S216,01,3.6,3.3333333333333335,3,0.8435714285714285,NA,NA
95707,BioA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,88.57754011,4034.7502,BioA,S216,01,3.2,2.6666666666666665,2,0.9305714285714285,NA,NA
96950,BioA-S216-01,F,Credit Recovery,Approved/Enrolled,91.81818182,2264.4834,BioA,S216,01,4,4,3.5,0.8971428571428571,NA,NA
97374,BioA-S216-01,F,Credit Recovery,Approved/Enrolled,12.35294118,470.8,BioA,S216,01,2.4,2.6666666666666665,2.5,0.355,NA,NA
97386,BioA-S216-01,M,Other,Approved/Enrolled,54.15828877,71.0166,BioA,S216,01,3.8,3.3333333333333335,4,0.6659142857142857,NA,NA
84794,BioA-T116-01,M,Course Unavailable at Local School,Approved/Enrolled,73.81827957,919.5,BioA,T116,01,2.8,3.3333333333333335,4,0.6828571428571428,NA,NA
87689,BioA-T116-01,M,Other,Approved/Enrolled,82.70215054,1525.0333,BioA,T116,01,2.8,3.6666666666666665,3,0.7977,NA,NA
53447,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,96.11872146,1479.4166,FrScA,S116,01,3.8,2,3,1.0060240963855422,9,708
55283,FrScA-S116-01,F,Other,Withdrawn,NA,3.9167,FrScA,S116,01,5,3.6666666666666665,4,0.1927710843373494,1,183
61941,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,94.29223744,1637.9504,FrScA,S116,01,4.6,4.333333333333333,4,0.9939759036144579,9,863
68188,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,92.46575342,583.2498,FrScA,S116,01,5,2.6666666666666665,5,0.9819277108433735,9,281
69072,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,93.60730594,956.1665,FrScA,S116,01,4,2.6666666666666665,3.5,0.9939759036144579,9,557
70037,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,93.37899543,2591.1496,FrScA,S116,01,5,4.666666666666667,4,0.9518072289156626,10,827
76840,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,92.46575342,2634.6832,FrScA,S116,01,5,4.333333333333333,3.5,0.95783132530120485,10,685
77246,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,88.35616438,782.5002,FrScA,S116,01,4.6,4,4,0.9006024096385542,8,265
85323,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,15.06849315,1449.7001,FrScA,S116,01,5,4.333333333333333,4,0.5090361445783133,12,946
85416,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,94.74885845,846.5665,FrScA,S116,01,4.8,3.3333333333333335,4,0.9759036144578314,9,560
85431,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,92.92237443,1448.9339,FrScA,S116,01,4,3.3333333333333335,2.5,0.9126506024096386,8,78
85432,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,49.08675799,874.0172,FrScA,S116,01,4.6,3,4,0.8765060240963856,9,731
85433,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,72.14611872,2575.4667,FrScA,S116,01,4.4,3.3333333333333335,4,0.8524096385542169,8,41
85443,FrScA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,86.30136986,1564.633,FrScA,S116,01,4.8,3.3333333333333335,3.5,0.9096385542168675,10,461
85539,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,90.1826484,2948.6174,FrScA,S116,01,3.8,4,3.5,0.9337349397590361,9,229
85649,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,86.98630137,1464.4668,FrScA,S116,01,4,3,3,0.9186746987951807,9,238
85650,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,100,2689.1334,FrScA,S116,01,4.2,3,3.5,1.0301204819277108,9,713
85651,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,64.98858447,565.7832,FrScA,S116,01,3.2,3,3,0.8409638554216867,9,385
85662,FrScA-S116-01,F,Course Unavailable at Local School,Dropped,NA,107.8999,FrScA,S116,01,3.8,3.6666666666666665,4.5,0.1355421686746988,3,181
85663,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,49.31506849,191.3834,FrScA,S116,01,4.6,2.6666666666666665,4,0.9036144578313253,9,616
85665,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,96.80365297,4046.6159,FrScA,S116,01,5,4.333333333333333,4.5,1.0060240963855422,9,333
85668,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,42.69406393,379.1335,FrScA,S116,01,3.6,2.6666666666666665,3,0.9668674698795181,9,527
85791,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,96.80365297,1461.8332,FrScA,S116,01,4.4,4,3.5,1.0180722891566265,15,845
85929,FrScA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,85.61643836,1297.9167,FrScA,S116,01,4,4,3.5,0.9036144578313253,9,174
85930,FrScA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,83.78995434,1647.2669,FrScA,S116,01,4.2,2,3,0.9126506024096386,8,236
86105,FrScA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,89.9543379,4075.5504,FrScA,S116,01,3.2,3,4,0.9939759036144579,9,254
86271,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,97.26027397,282.7834,FrScA,S116,01,4.2,4,3.5,1.0060240963855422,9,520
86280,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,85.61643836,2167.9669,FrScA,S116,01,5,5,4,0.9036144578313253,11,795
86339,FrScA-S116-01,F,Scheduling Conflict,Approved/Enrolled,91.78082192,598.783,FrScA,S116,01,4.2,3.6666666666666665,3.5,0.9698795180722891,10,521
86340,FrScA-S116-01,F,Scheduling Conflict,Approved/Enrolled,95.43378995,1077.3504,FrScA,S116,01,4.4,3.3333333333333335,4,0.9939759036144579,9,468
86364,FrScA-S116-01,F,Other,Approved/Enrolled,81.27853881,3429.2834,FrScA,S116,01,4.8,3.6666666666666665,4,0.858433734939759,9,443
86365,FrScA-S116-01,F,Other,Approved/Enrolled,98.17351598,1027.7002,FrScA,S116,01,4.4,4,4,1.0060240963855422,9,393
86455,FrScA-S116-01,F,Other,Approved/Enrolled,91.09589041,1616.3337,FrScA,S116,01,5,2.6666666666666665,3,0.9096385542168675,9,290
86476,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,95.43378995,1673.8004,FrScA,S116,01,4,2.6666666666666665,4,0.9819277108433735,11,780
86679,FrScA-S116-01,F,Other,Approved/Enrolled,95.89041096,2267.4,FrScA,S116,01,NA,3,4,0.9819277108433735,9,635
86709,FrScA-S116-01,M,Scheduling Conflict,Approved/Enrolled,95.66210046,1600.3334,FrScA,S116,01,4.4,3,3.5,0.9879518072289156,21,325
86792,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,99.08675799,879.1998,FrScA,S116,01,4.6,4,4,0.9819277108433735,10,851
86793,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,96.34703196,553.3835,FrScA,S116,01,4.8,4,4.5,1.0060240963855422,10,644
86803,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,87.55707763,3344.1504,FrScA,S116,01,4.8,4.333333333333333,4.5,0.9789156626506024,9,466
86815,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,83.33333333,1666.7332,FrScA,S116,01,4.8,3.3333333333333335,3.5,0.9036144578313253,16,781
87010,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,88.01369863,1920.8168,FrScA,S116,01,3.8,3.6666666666666665,3,0.9066265060240963,28,694
87027,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,78.76712329,1605.0336,FrScA,S116,01,5,3.6666666666666665,4,0.7831325301204819,7,341
87093,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,60.2739726,486.65,FrScA,S116,01,4.4,4.666666666666667,4,0.7590361445783133,7,410
87163,FrScA-S116-01,F,Scheduling Conflict,Approved/Enrolled,88.58447489,1365.8501,FrScA,S116,01,4.6,4.333333333333333,4.5,0.8072289156626506,10,731
87484,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,92.69406393,3341.9499,FrScA,S116,01,4,3.3333333333333335,4,0.9759036144578314,10,376
87485,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,65.98173516,1451.8836,FrScA,S116,01,3.4,2.6666666666666665,2.5,0.8042168674698795,6,283
87489,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,71.00456621,1075.0999,FrScA,S116,01,3.4,2.6666666666666665,3,0.9457831325301205,5,428
87504,FrScA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,55.02283105,1330.8502,FrScA,S116,01,4.8,3.3333333333333335,3,0.8825301204819277,7,173
87579,FrScA-S116-01,M,Scheduling Conflict,Approved/Enrolled,96.11872146,1451.9169,FrScA,S116,01,3.8,3.3333333333333335,3,0.9879518072289156,10,444
87805,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,96.80365297,1388.1167,FrScA,S116,01,4.6,3.3333333333333335,4.5,1.0060240963855422,9,271
87905,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,93.37899543,2166.8999,FrScA,S116,01,4.4,2.6666666666666665,4,1,9,598
87906,FrScA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,81.73515982,1095.6001,FrScA,S116,01,5,4.333333333333333,3.5,0.927710843373494,9,183
87914,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,86.07305936,1156.1668,FrScA,S116,01,4.6,4.333333333333333,3.5,1,10,312
87927,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,69.6347032,3934.8498,FrScA,S116,01,4.4,3.3333333333333335,3.5,0.9457831325301205,9,311
88261,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,98.63013699,1269.6667,FrScA,S116,01,3.6,2.3333333333333335,2.5,1.0060240963855422,10,646
88493,FrScA-S116-01,F,Course Unavailable at Local School,Dropped,NA,56.3166,FrScA,S116,01,4,2.3333333333333335,3.5,0.1355421686746988,3,86
88501,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,78.31050228,3315.3331,FrScA,S116,01,4.6,3.3333333333333335,3.5,0.9548192771084337,10,402
88527,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,92.69406393,1551.6665,FrScA,S116,01,4.2,2,3.5,1.0060240963855422,9,624
89128,FrScA-S116-01,F,Other,Approved/Enrolled,87.67123288,362.8837,FrScA,S116,01,4.6,4.666666666666667,4,0.927710843373494,10,551
90095,FrScA-S116-01,F,Other,Approved/Enrolled,73.51598174,1476.0832,FrScA,S116,01,4.4,4.333333333333333,3.5,0.9186746987951807,11,507
90433,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,91.09589041,2689.2001,FrScA,S116,01,5,4.666666666666667,4.5,0.858433734939759,4,553
91173,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,64.38356164,756.0998,FrScA,S116,01,4.8,3.3333333333333335,3.5,0.9427710843373494,11,211
91471,FrScA-S116-01,M,Other,Approved/Enrolled,65.98173516,946.7998,FrScA,S116,01,4.8,4.333333333333333,4.5,0.8945783132530121,9,415
92143,FrScA-S116-01,F,Other,Approved/Enrolled,93.37899543,1792.1003,FrScA,S116,01,3.8,3,3.5,0.963855421686747,7,702
92214,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,84.64611872,1101.833,FrScA,S116,01,3.4,4,4,0.9397590361445783,9,628
61357,FrScA-S116-02,F,Course Unavailable at Local School,Dropped,NA,NA,FrScA,S116,02,5,4.666666666666667,4.5,0,NA,NA
62157,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,70.62100457,2497.1666,FrScA,S116,02,5,4,5,0.8612650602409638,10,573
67762,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,83.41324201,801.2336,FrScA,S116,02,5,4.666666666666667,3.5,0.8954216867469881,12,966
68768,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,64.76027397,1966.0169,FrScA,S116,02,4.6,2.6666666666666665,4,0.6569277108433734,10,461
77298,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,75.46118721,1907.6502,FrScA,S116,02,4.6,2.6666666666666665,4,0.8575301204819277,9,472
85567,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,65.17808219,2544.3666,FrScA,S116,02,4.6,3.3333333333333335,4,0.7869277108433734,14,575
85661,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,87.19863014,1375.4834,FrScA,S116,02,4.4,3,3,0.9066265060240963,9,161
85698,FrScA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,32.5913242,1070.2167,FrScA,S116,02,5,4.333333333333333,4,0.7213855421686747,6,355
86627,FrScA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,61.2283105,2193.117,FrScA,S116,02,4.2,4.666666666666667,4,0.7129518072289156,8,709
91340,FrScA-S116-02,F,Learning Preference of the Student,Approved/Enrolled,85.38356164,1182.9332,FrScA,S116,02,5,4,3,0.8971686746987952,9,662
57224,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,87.09360731,2356.4668,FrScA,S116,03,4.4,3,3.5,0.9187650602409639,9,409
70068,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,95.37671233,2101.933,FrScA,S116,03,4.8,2.3333333333333335,3,0.9917168674698795,7,328
73132,FrScA-S116-03,F,Other,Approved/Enrolled,87.52968037,1746.5501,FrScA,S116,03,4.6,4.333333333333333,4.5,0.9503012048192772,7,707
77976,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,90.59589041,2448.4838,FrScA,S116,03,3.4,2.6666666666666665,3,0.9118975903614458,11,746
78691,FrScA-S116-03,F,Learning Preference of the Student,Approved/Enrolled,92.92237443,1559.9667,FrScA,S116,03,4,2,3,0.990210843373494,9,583
85574,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,96.60502283,1871.1168,FrScA,S116,03,5,4,4.5,0.9962349397590361,9,1096
85700,FrScA-S116-03,M,Course Unavailable at Local School,Approved/Enrolled,89.84246575,787.2831,FrScA,S116,03,3.8,3.6666666666666665,3.5,0.9318975903614457,11,674
85701,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,91.4109589,2381.6998,FrScA,S116,03,4,4,3.5,0.9620180722891566,12,679
85702,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,86.52054795,638.7338,FrScA,S116,03,5,4.333333333333333,3.5,0.9322289156626506,7,685
85704,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,68.26484018,1376.483,FrScA,S116,03,5,3.6666666666666665,3.5,0.8554216867469879,8,1040
85891,FrScA-S116-03,M,Course Unavailable at Local School,Approved/Enrolled,85.87442922,1784.2506,FrScA,S116,03,5,4.333333333333333,4,0.9375301204819276,7,401
86309,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,68.65525114,1219.4837,FrScA,S116,03,4.8,3.3333333333333335,4.5,0.7626204819277108,10,662
86618,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,49.13013699,2393.4669,FrScA,S116,03,5,5,4.5,0.6460240963855421,3,222
86882,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,80.3652968,1294.8334,FrScA,S116,03,5,3.6666666666666665,4.5,0.8403614457831325,9,1101
88636,FrScA-S116-03,M,Course Unavailable at Local School,Approved/Enrolled,65.56392694,1284.8333,FrScA,S116,03,5,4.333333333333333,5,0.8732831325301205,7,313
88835,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,81.97945205,2062.95,FrScA,S116,03,4.2,2.6666666666666665,3.5,0.9012349397590361,9,320
88836,FrScA-S116-03,F,Learning Preference of the Student,Approved/Enrolled,67.91780822,152.7499,FrScA,S116,03,4.8,3.3333333333333335,3,0.7224698795180723,5,64
88868,FrScA-S116-03,M,Course Unavailable at Local School,Approved/Enrolled,76.30821918,1174.3499,FrScA,S116,03,4.4,3.6666666666666665,3.5,0.8057228915662651,7,633
88874,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,11.15296804,700.9668,FrScA,S116,03,3.4,3.3333333333333335,2.5,0.3781626506024096,7,382
88886,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,75.28310502,1598.3499,FrScA,S116,03,4,3,4,0.8846084337349398,9,276
89144,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,90.65068493,2582.4167,FrScA,S116,03,5,4.333333333333333,4.5,0.9905120481927712,10,1029
89165,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,92.46575342,2571.5334,FrScA,S116,03,5,4,3,0.9849397590361446,10,1598
89168,FrScA-S116-03,F,Course Unavailable at Local School,Dropped,NA,60.65,FrScA,S116,03,4.2,3.6666666666666665,3.5,0.045180722891566265,NA,NA
89376,FrScA-S116-03,F,Other,Approved/Enrolled,86.29452055,3780.5335,FrScA,S116,03,5,4.666666666666667,4,1.001987951807229,11,1100
90097,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,76.97031963,1145.5167,FrScA,S116,03,4.6,3.3333333333333335,3,0.8039156626506023,7,381
90098,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,86.60045662,1692.6164,FrScA,S116,03,5,4.666666666666667,4.5,0.9062951807228915,7,1501
90274,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,94.30365297,1517.5835,FrScA,S116,03,5,5,4.5,0.9965361445783133,9,1953
90370,FrScA-S116-03,F,Other,Approved/Enrolled,63.85159817,3890,FrScA,S116,03,4.4,3.6666666666666665,3,0.7846686746987952,3,401
90372,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,62.73287671,1378.984,FrScA,S116,03,5,4,3.5,0.7264457831325302,11,620
90855,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,67.956621,1103.0832,FrScA,S116,03,4.6,4,4,0.7447289156626506,7,906
